const,SquareFootage,NumBedrooms,IsLuxury
1.0,550.0,3,0
1.0,550.0,3,0
1.0,1220.89,4,1
1.0,682.56,3,0
1.0,1775.61,2,1
1.0,1396.47,3,1
1.0,654.97,3,1
1.0,1540.02,4,0
1.0,1138.59,3,1
1.0,1899.29,4,1
1.0,550.0,4,0
1.0,708.19,3,0
1.0,1304.4,5,1
1.0,550.0,5,1
1.0,818.02,3,0
1.0,1095.18,3,1
1.0,697.21,4,0
1.0,1127.42,3,0
1.0,1106.95,2,0
1.0,550.0,3,0
1.0,1068.98,3,1
1.0,1506.26,4,0
1.0,550.0,3,0
1.0,1080.68,2,0
1.0,877.95,2,1
1.0,1343.93,4,1
1.0,1027.26,3,0
1.0,1047.06,3,1
1.0,935.63,2,0
1.0,1450.32,2,0
1.0,944.66,3,0
1.0,1087.46,5,1
1.0,1101.4,3,1
1.0,1579.61,2,1
1.0,1336.66,3,1
1.0,1029.16,3,1
1.0,1479.88,4,1
1.0,1729.78,5,1
1.0,550.0,2,0
1.0,2032.13,5,1
1.0,896.7,3,0
1.0,947.18,5,0
1.0,777.85,3,0
1.0,1220.09,3,1
1.0,1477.56,4,1
1.0,1477.56,3,1
1.0,886.39,2,1
1.0,1429.13,4,1
1.0,1450.16,4,1
1.0,1408.2,3,0
1.0,729.48,4,1
1.0,889.74,4,1
1.0,550.0,4,1
1.0,550.0,5,1
1.0,1069.49,3,0
1.0,550.0,4,0
1.0,1076.4,3,0
1.0,1067.23,3,0
1.0,1886.69,1,0
1.0,550.0,3,0
1.0,1311.64,4,1
1.0,1096.86,4,1
1.0,1350.5,5,1
1.0,667.3,3,1
1.0,1447.91,3,1
1.0,550.0,2,1
1.0,1567.18,2,1
1.0,1173.3,4,1
1.0,1432.53,2,1
1.0,2496.76,4,1
1.0,715.11,1,0
1.0,1200.2,2,0
1.0,1170.91,3,1
1.0,1173.64,3,1
1.0,550.0,4,0
1.0,777.03,2,0
1.0,910.32,2,1
1.0,1010.28,4,0
1.0,1048.62,3,1
1.0,903.05,3,1
1.0,550.0,3,0
1.0,783.23,3,1
1.0,1070.82,3,0
1.0,550.0,2,1
1.0,550.0,3,1
1.0,1539.17,4,1
1.0,993.75,3,0
1.0,695.79,2,0
1.0,1687.73,3,1
1.0,550.0,2,0
1.0,583.83,2,0
1.0,694.2,4,1
1.0,2157.15,3,1
1.0,550.0,3,0
1.0,1489.32,2,1
1.0,2188.24,3,1
1.0,755.67,2,0
1.0,1382.16,3,0
1.0,550.7,4,0
1.0,650.36,3,1
1.0,732.21,2,1
1.0,550.0,2,0
1.0,550.0,2,0
1.0,550.0,4,1
1.0,1604.68,3,0
1.0,1274.02,3,1
1.0,550.0,3,0
1.0,767.05,2,1
1.0,626.96,3,0
1.0,1065.43,2,1
1.0,735.91,3,0
1.0,674.53,4,0
1.0,550.0,2,0
1.0,1262.34,5,1
1.0,1016.22,3,1
1.0,754.91,2,0
1.0,550.0,2,0
1.0,813.05,2,0
1.0,550.0,2,0
1.0,1732.38,2,1
1.0,2405.02,2,1
1.0,1013.78,2,0
1.0,550.0,3,1
1.0,1701.13,4,1
1.0,1147.25,2,1
1.0,632.25,2,0
1.0,1284.7,2,1
1.0,1458.8,3,1
1.0,1855.66,2,0
1.0,550.0,1,0
1.0,1188.36,4,1
1.0,1122.2,2,0
1.0,719.8,1,0
1.0,727.95,3,0
1.0,1273.03,5,1
1.0,862.58,3,0
1.0,612.16,3,0
1.0,1572.26,2,0
1.0,1017.82,4,1
1.0,579.98,3,0
1.0,732.84,2,0
1.0,1303.03,2,0
1.0,550.0,3,0
1.0,629.0,3,0
1.0,1020.94,3,1
1.0,1098.04,3,0
1.0,1227.28,3,1
1.0,1229.28,5,1
1.0,1395.04,3,1
1.0,550.0,2,0
1.0,873.35,2,0
1.0,1274.02,4,1
1.0,1198.23,4,1
1.0,550.0,4,0
1.0,853.32,2,1
1.0,1294.09,3,1
1.0,1373.44,5,1
1.0,1224.29,4,1
1.0,1584.13,4,1
1.0,1310.12,3,1
1.0,621.77,3,0
1.0,1316.69,3,1
1.0,550.0,3,0
1.0,1534.67,6,0
1.0,1457.4,4,0
1.0,550.0,2,0
1.0,1063.0,4,1
1.0,1502.44,5,1
1.0,1400.29,2,0
1.0,1185.85,2,0
1.0,550.0,3,0
1.0,1147.62,4,1
1.0,1319.82,3,1
1.0,877.48,3,1
1.0,960.58,1,0
1.0,1844.34,3,1
1.0,1540.63,4,1
1.0,689.64,3,1
1.0,1005.21,4,1
1.0,1170.32,3,0
1.0,949.75,1,0
1.0,1605.01,2,0
1.0,1445.05,4,0
1.0,1722.1,1,1
1.0,861.54,2,1
1.0,1169.45,3,1
1.0,550.0,4,1
1.0,550.0,4,1
1.0,1555.22,3,0
1.0,1120.08,2,0
1.0,1642.29,2,1
1.0,1001.99,2,1
1.0,566.62,4,0
1.0,593.3,4,1
1.0,2514.79,4,1
1.0,1039.41,2,0
1.0,913.27,4,0
1.0,1808.71,1,1
1.0,1204.06,3,1
1.0,839.48,4,1
1.0,550.0,4,0
1.0,939.53,3,1
1.0,550.0,3,0
1.0,1389.66,4,1
1.0,990.97,3,0
1.0,550.0,2,0
1.0,1030.27,3,1
1.0,2162.74,4,0
1.0,550.0,4,0
1.0,1287.27,4,1
1.0,1117.95,3,1
1.0,1588.95,3,1
1.0,550.0,1,0
1.0,550.0,1,0
1.0,1410.69,4,1
1.0,550.0,3,0
1.0,550.0,3,0
1.0,762.03,3,0
1.0,763.68,3,1
1.0,1313.05,5,1
1.0,1064.72,4,1
1.0,1334.67,3,0
1.0,1269.2,5,1
1.0,1084.97,2,1
1.0,1687.01,3,1
1.0,1184.42,2,1
1.0,628.88,1,1
1.0,1099.78,3,1
1.0,1552.76,3,1
1.0,897.36,4,1
1.0,550.0,1,1
1.0,564.91,2,0
1.0,550.0,3,0
1.0,550.0,2,0
1.0,550.0,3,1
1.0,797.88,2,1
1.0,701.95,3,0
1.0,781.61,3,0
1.0,550.0,4,0
1.0,1233.62,4,1
1.0,1210.02,2,0
1.0,2003.59,3,1
1.0,550.0,3,0
1.0,760.77,3,0
1.0,1569.79,2,1
1.0,550.0,4,1
1.0,1312.94,4,1
1.0,710.29,4,0
1.0,1166.38,3,1
1.0,1062.03,4,0
1.0,1478.75,3,0
1.0,965.41,4,1
1.0,979.4,4,1
1.0,675.22,3,1
1.0,1692.33,2,1
1.0,1500.21,4,0
1.0,1249.13,5,1
1.0,1098.26,3,1
1.0,755.37,2,0
1.0,1540.65,2,1
1.0,1406.5,1,0
1.0,1065.51,3,0
1.0,987.69,2,0
1.0,1312.22,3,1
1.0,1740.47,3,1
1.0,1466.08,4,1
1.0,883.04,3,0
1.0,1112.62,2,0
1.0,1389.16,3,1
1.0,550.0,5,1
1.0,550.0,2,1
1.0,783.28,2,0
1.0,1114.6,4,0
1.0,1068.51,1,0
1.0,550.0,2,0
1.0,1645.47,1,0
1.0,1203.41,2,0
1.0,1633.22,3,1
1.0,876.96,1,0
1.0,984.26,3,0
1.0,1340.03,4,0
1.0,889.9,2,0
1.0,550.0,4,0
1.0,550.0,2,0
1.0,550.0,5,1
1.0,613.5,3,0
1.0,706.65,2,0
1.0,667.26,1,0
1.0,1267.8,4,1
1.0,2405.15,3,1
1.0,1315.31,3,0
1.0,1910.04,3,1
1.0,2129.83,5,1
1.0,550.0,3,0
1.0,550.0,3,1
1.0,1455.1,2,0
1.0,1725.96,1,0
1.0,1903.24,5,1
1.0,550.0,3,1
1.0,550.0,2,0
1.0,550.0,2,0
1.0,641.65,5,0
1.0,1045.86,3,0
1.0,836.51,3,0
1.0,732.74,5,1
1.0,1743.78,4,1
1.0,629.81,3,0
1.0,550.0,3,1
1.0,811.2,3,0
1.0,1492.61,3,0
1.0,550.0,2,0
1.0,2277.23,3,1
1.0,620.02,3,1
1.0,975.64,4,0
1.0,550.0,3,0
1.0,918.6,4,1
1.0,559.28,1,0
1.0,1132.88,3,0
1.0,1522.4,3,1
1.0,1129.07,3,0
1.0,1259.78,4,1
1.0,1316.24,2,1
1.0,1838.9,3,1
1.0,1360.67,4,1
1.0,1336.16,3,1
1.0,1893.71,2,1
1.0,1020.7,4,1
1.0,550.0,3,0
1.0,1878.22,5,1
1.0,550.0,1,1
1.0,550.0,3,0
1.0,550.0,3,0
1.0,718.38,3,0
1.0,670.93,4,1
1.0,794.96,3,0
1.0,1653.52,2,1
1.0,1156.68,2,1
1.0,1546.52,3,1
1.0,1167.24,3,0
1.0,1087.6,4,1
1.0,1220.43,5,1
1.0,1119.83,3,1
1.0,550.0,3,0
1.0,856.11,3,1
1.0,1115.1,3,1
1.0,817.54,4,0
1.0,550.0,3,0
1.0,550.0,4,0
1.0,1044.36,4,1
1.0,776.67,4,0
1.0,1519.25,3,1
1.0,1278.96,2,1
1.0,1300.3,4,1
1.0,1469.13,3,0
1.0,1325.57,3,0
1.0,1994.58,2,1
1.0,1281.0,2,0
1.0,561.45,3,0
1.0,1313.96,5,1
1.0,1329.87,2,0
1.0,1517.06,3,1
1.0,1148.9,2,1
1.0,1523.73,3,1
1.0,550.0,2,0
1.0,598.27,2,0
1.0,605.11,3,0
1.0,1630.8,4,1
1.0,550.0,4,0
1.0,1309.54,3,0
1.0,1443.58,3,1
1.0,942.58,3,0
1.0,1590.23,3,1
1.0,1903.45,2,1
1.0,788.58,3,0
1.0,1035.15,6,1
1.0,727.07,2,0
1.0,694.46,4,1
1.0,1269.88,4,1
1.0,1663.62,3,1
1.0,742.88,2,0
1.0,1074.05,3,0
1.0,1314.29,2,1
1.0,838.11,2,1
1.0,1554.26,1,0
1.0,2166.0,3,0
1.0,1078.54,4,0
1.0,1676.08,2,0
1.0,848.39,3,0
1.0,1204.28,3,1
1.0,1625.08,5,1
1.0,676.73,2,0
1.0,648.6,4,1
1.0,837.14,2,0
1.0,1117.45,3,0
1.0,889.66,2,0
1.0,638.87,2,0
1.0,1221.08,4,1
1.0,1403.92,3,0
1.0,938.87,4,1
1.0,1674.51,2,1
1.0,1431.56,4,1
1.0,1147.95,3,1
1.0,550.0,4,1
1.0,550.0,2,0
1.0,1672.6,3,1
1.0,1946.01,2,1
1.0,1183.17,4,1
1.0,922.04,4,1
1.0,1275.35,4,1
1.0,864.67,2,0
1.0,550.0,4,0
1.0,1135.51,4,1
1.0,718.96,3,1
1.0,1216.64,5,0
1.0,1581.07,3,1
1.0,1819.02,3,1
1.0,1534.65,3,1
1.0,550.0,2,0
1.0,1530.65,3,1
1.0,1599.75,4,1
1.0,917.22,2,0
1.0,1793.09,2,0
1.0,692.45,3,0
1.0,1607.44,3,1
1.0,693.51,3,0
1.0,1371.17,2,1
1.0,550.0,3,0
1.0,1274.45,3,1
1.0,1254.08,3,0
1.0,1635.4,3,1
1.0,1450.45,2,0
1.0,836.16,3,1
1.0,1074.67,3,0
1.0,1151.89,2,0
1.0,1304.8,3,0
1.0,1476.04,4,0
1.0,1146.31,2,0
1.0,695.15,2,0
1.0,2024.4,2,1
1.0,774.52,3,0
1.0,1112.35,2,0
1.0,786.76,2,1
1.0,550.0,5,1
1.0,918.9,3,0
1.0,1128.41,2,1
1.0,550.0,3,0
1.0,554.97,4,0
1.0,970.36,4,0
1.0,1365.23,4,1
1.0,550.0,3,0
1.0,550.0,4,1
1.0,550.0,2,0
1.0,1049.45,4,1
1.0,550.0,4,0
1.0,563.33,3,0
1.0,666.52,5,1
1.0,767.75,4,0
1.0,964.76,2,1
1.0,839.98,3,1
1.0,617.91,3,1
1.0,853.76,4,1
1.0,580.3,2,0
1.0,1092.71,1,0
1.0,641.81,3,0
1.0,805.99,3,0
1.0,1127.89,4,1
1.0,838.01,3,1
1.0,765.43,5,1
1.0,1087.36,1,0
1.0,550.0,2,0
1.0,1197.83,2,0
1.0,815.17,4,1
1.0,1002.49,2,0
1.0,618.45,4,0
1.0,1059.29,2,1
1.0,631.07,1,1
1.0,580.77,4,0
1.0,1055.34,3,1
1.0,1022.97,3,1
1.0,550.0,4,0
1.0,1494.81,4,1
1.0,1391.97,3,0
1.0,715.39,5,1
1.0,773.47,3,0
1.0,1119.46,2,0
1.0,2089.87,3,1
1.0,1115.69,3,1
1.0,1433.79,4,1
1.0,1789.32,3,1
1.0,550.0,4,1
1.0,1501.99,3,1
1.0,1153.1,1,1
1.0,628.51,2,0
1.0,550.0,4,1
1.0,1303.0,2,1
1.0,1412.25,1,1
1.0,1212.45,3,1
1.0,1436.65,3,1
1.0,1056.76,4,1
1.0,1601.42,4,1
1.0,1458.01,3,1
1.0,550.0,4,0
1.0,1121.1,4,0
1.0,897.88,5,1
1.0,1538.81,2,1
1.0,708.17,4,1
1.0,1909.91,5,1
1.0,762.09,3,1
1.0,1065.79,4,1
1.0,1413.38,3,0
1.0,851.92,3,1
1.0,2120.93,3,1
1.0,550.0,2,0
1.0,781.03,2,0
1.0,1331.5,2,1
1.0,842.83,5,1
1.0,550.0,3,0
1.0,1179.79,2,1
1.0,961.63,2,0
1.0,1761.18,5,1
1.0,791.03,3,0
1.0,816.72,4,1
1.0,1290.08,3,0
1.0,550.0,3,0
1.0,550.0,4,1
1.0,550.0,4,0
1.0,1045.42,2,0
1.0,1211.47,3,0
1.0,1130.13,5,1
1.0,1153.92,3,1
1.0,550.0,3,0
1.0,550.0,3,0
1.0,1283.06,3,1
1.0,710.7,4,0
1.0,2084.71,2,1
1.0,1226.48,4,1
1.0,1536.79,1,0
1.0,1301.59,3,1
1.0,599.5,4,1
1.0,550.0,2,0
1.0,550.0,4,1
1.0,1580.25,3,0
1.0,1747.09,3,1
1.0,550.0,2,1
1.0,550.0,3,0
1.0,1111.01,3,0
1.0,550.0,2,1
1.0,699.19,2,1
1.0,550.0,1,0
1.0,957.72,5,1
1.0,1297.6,4,1
1.0,577.32,3,0
1.0,1348.9,2,0
1.0,550.0,3,0
1.0,749.09,3,0
1.0,2084.5,4,1
1.0,550.0,5,0
1.0,1084.8,2,0
1.0,550.0,5,1
1.0,1197.9,3,1
1.0,973.77,4,1
1.0,1486.19,3,1
1.0,550.0,1,0
1.0,1130.17,2,0
1.0,934.16,3,1
1.0,550.0,3,0
1.0,550.0,3,0
1.0,550.0,2,0
1.0,1508.17,2,0
1.0,1112.53,4,1
1.0,1823.78,3,1
1.0,550.0,3,0
1.0,1497.19,4,0
1.0,630.08,4,0
1.0,550.0,2,0
1.0,550.0,2,0
1.0,864.82,3,1
1.0,1446.43,3,1
1.0,883.15,4,1
1.0,550.0,2,0
1.0,550.0,4,0
1.0,1027.62,5,1
1.0,749.05,1,0
1.0,652.65,4,1
1.0,1258.04,4,1
1.0,1464.33,3,1
1.0,550.0,1,0
1.0,1253.25,4,1
1.0,1640.53,3,1
1.0,1374.7,3,0
1.0,1034.69,1,0
1.0,550.0,4,1
1.0,763.97,3,1
1.0,914.43,2,0
1.0,1200.48,4,1
1.0,980.7,5,1
1.0,911.89,2,1
1.0,1414.96,2,1
1.0,550.0,2,0
1.0,1068.13,1,0
1.0,839.29,5,1
1.0,1025.0,3,1
1.0,1871.3,3,1
1.0,969.23,4,1
1.0,833.98,1,0
1.0,993.33,4,1
1.0,678.77,5,1
1.0,1337.26,4,1
1.0,550.0,2,0
1.0,1345.29,4,1
1.0,1443.95,5,1
1.0,550.0,2,0
1.0,1192.83,4,1
1.0,991.63,3,0
1.0,1390.12,6,1
1.0,833.65,4,1
1.0,2270.33,3,1
1.0,574.52,2,0
1.0,693.72,2,0
1.0,836.49,3,0
1.0,1335.51,2,1
1.0,550.0,4,0
1.0,550.0,1,0
1.0,782.82,4,0
1.0,620.84,3,0
1.0,1109.35,2,0
1.0,978.37,2,0
1.0,1100.96,3,1
1.0,1164.7,1,0
1.0,1456.13,2,0
1.0,1039.35,3,1
1.0,846.32,3,1
1.0,550.0,4,0
1.0,652.06,2,0
1.0,1491.94,2,1
1.0,550.0,3,1
1.0,1965.06,4,1
1.0,1437.55,2,0
1.0,965.39,2,0
1.0,1188.25,4,1
1.0,601.52,4,1
1.0,984.56,2,0
1.0,1012.32,4,1
1.0,1600.19,2,0
1.0,1187.7,2,0
1.0,550.0,3,1
1.0,845.58,4,1
1.0,550.0,4,0
1.0,1522.38,2,1
1.0,684.72,4,1
1.0,2027.73,4,1
1.0,550.0,2,0
1.0,1161.42,3,1
1.0,550.0,2,0
1.0,550.0,4,1
1.0,708.42,3,1
1.0,851.29,5,0
1.0,764.52,3,0
1.0,1626.18,2,0
1.0,1119.76,1,1
1.0,752.32,2,1
1.0,726.14,2,1
1.0,550.0,2,0
1.0,1701.92,4,1
1.0,1729.0,4,1
1.0,1239.22,4,0
1.0,1556.84,4,0
1.0,1248.45,4,1
1.0,561.66,2,1
1.0,1063.86,4,1
1.0,956.73,4,1
1.0,550.0,2,0
1.0,886.37,4,0
1.0,1877.12,3,0
1.0,961.04,4,0
1.0,1346.49,3,1
1.0,1162.05,3,1
1.0,1004.55,3,1
1.0,550.0,2,0
1.0,1357.24,2,0
1.0,550.0,4,0
1.0,1258.98,3,1
1.0,698.31,2,0
1.0,1536.77,3,0
1.0,1798.59,3,1
1.0,793.32,3,0
1.0,1429.85,5,1
1.0,827.92,3,1
1.0,550.0,2,0
1.0,1154.48,3,0
1.0,1417.85,5,1
1.0,1141.4,3,1
1.0,550.0,3,0
1.0,923.29,3,0
1.0,550.0,2,0
1.0,1114.92,3,0
1.0,550.0,3,0
1.0,1507.65,4,1
1.0,1647.35,2,0
1.0,1218.44,3,1
1.0,550.0,4,0
1.0,550.0,4,1
1.0,550.0,2,0
1.0,1079.63,3,1
1.0,1180.31,5,1
1.0,550.0,3,0
1.0,1070.9,2,0
1.0,743.68,4,1
1.0,1249.65,3,0
1.0,1493.58,3,1
1.0,1735.68,2,1
1.0,1934.49,3,1
1.0,1814.94,4,0
1.0,1575.64,4,1
1.0,550.0,2,1
1.0,550.0,3,0
1.0,1305.88,4,1
1.0,1089.42,3,1
1.0,830.2,2,0
1.0,1271.3,3,0
1.0,1119.09,3,1
1.0,1010.8,2,0
1.0,550.0,3,0
1.0,733.29,2,0
1.0,1227.87,5,1
1.0,678.8,3,0
1.0,652.83,2,0
1.0,1317.8,3,0
1.0,1932.48,1,0
1.0,1490.23,5,1
1.0,1358.21,1,0
1.0,550.0,4,1
1.0,1675.25,1,0
1.0,1202.25,1,0
1.0,550.0,3,0
1.0,550.0,3,1
1.0,728.9,2,1
1.0,1242.45,4,1
1.0,550.0,2,0
1.0,1307.13,3,0
1.0,1129.54,4,0
1.0,1375.85,4,1
1.0,1151.06,3,0
1.0,550.0,3,0
1.0,614.91,2,0
1.0,820.01,4,1
1.0,931.87,3,1
1.0,856.95,3,0
1.0,1765.4,3,1
1.0,2276.81,3,0
1.0,860.5,3,1
1.0,1041.99,4,0
1.0,917.46,3,0
1.0,1507.66,4,1
1.0,550.0,2,0
1.0,1396.88,5,1
1.0,550.0,4,0
1.0,988.67,4,1
1.0,1750.04,3,1
1.0,550.0,1,0
1.0,550.0,3,0
1.0,550.0,2,0
1.0,550.0,3,0
1.0,988.51,2,0
1.0,958.57,3,1
1.0,931.9,3,0
1.0,721.86,2,0
1.0,1143.53,2,1
1.0,715.82,3,0
1.0,1181.53,2,1
1.0,660.33,4,0
1.0,1408.62,2,0
1.0,950.65,3,1
1.0,2067.52,4,1
1.0,907.53,3,0
1.0,1261.2,5,1
1.0,550.0,3,0
1.0,1670.63,2,1
1.0,1016.27,2,1
1.0,1001.8,4,0
1.0,622.21,1,0
1.0,768.34,3,0
1.0,885.62,4,1
1.0,1011.88,5,1
1.0,627.81,2,0
1.0,1511.53,3,1
1.0,550.0,2,1
1.0,1779.72,4,1
1.0,1694.81,2,1
1.0,1688.66,3,1
1.0,550.0,5,0
1.0,907.53,4,1
1.0,1207.53,3,0
1.0,1042.11,4,1
1.0,1235.16,1,0
1.0,1072.14,2,1
1.0,1037.71,4,1
1.0,753.57,5,1
1.0,1424.81,1,1
1.0,627.46,2,1
1.0,693.41,4,1
1.0,772.35,3,1
1.0,550.0,3,0
1.0,1143.01,3,1
1.0,1239.61,4,0
1.0,1014.03,3,0
1.0,743.83,2,1
1.0,2708.44,4,1
1.0,907.67,3,0
1.0,1077.67,3,1
1.0,550.0,3,0
1.0,869.73,2,0
1.0,1029.9,1,0
1.0,550.0,3,0
1.0,1117.59,5,1
1.0,1628.4,3,1
1.0,1262.8,2,1
1.0,550.0,1,0
1.0,1625.37,3,1
1.0,637.46,3,1
1.0,550.0,3,0
1.0,1993.82,3,1
1.0,1286.95,3,0
1.0,796.16,2,0
1.0,686.31,4,0
1.0,1130.98,3,1
1.0,570.95,2,1
1.0,1624.02,3,1
1.0,550.0,2,0
1.0,794.37,3,1
1.0,1025.84,3,1
1.0,1050.8,3,1
1.0,1236.22,4,1
1.0,550.0,2,0
1.0,1855.43,4,1
1.0,1221.31,3,1
1.0,1399.26,4,1
1.0,960.39,1,0
1.0,1266.03,4,1
1.0,1634.15,2,1
1.0,1099.39,2,0
1.0,1649.83,3,1
1.0,969.93,3,1
1.0,2248.84,5,0
1.0,550.0,1,0
1.0,587.4,3,1
1.0,550.0,1,0
1.0,823.51,3,0
1.0,1558.66,2,1
1.0,1393.42,3,1
1.0,1285.44,4,0
1.0,1570.07,2,1
1.0,550.0,3,0
1.0,935.51,3,0
1.0,1300.82,3,1
1.0,1435.66,3,1
1.0,550.0,4,1
1.0,1434.23,2,0
1.0,1289.99,3,1
1.0,550.0,4,0
1.0,550.0,1,1
1.0,690.05,3,0
1.0,1745.79,1,1
1.0,550.0,2,0
1.0,982.87,3,1
1.0,1323.84,1,1
1.0,550.0,3,0
1.0,550.0,2,0
1.0,550.0,3,1
1.0,883.65,2,1
1.0,923.6,4,1
1.0,794.53,1,1
1.0,550.0,4,0
1.0,1679.48,2,1
1.0,1304.89,4,1
1.0,1155.16,4,1
1.0,1835.88,3,1
1.0,974.94,1,0
1.0,1297.69,2,0
1.0,1532.08,3,1
1.0,1724.11,2,1
1.0,789.27,3,1
1.0,1714.11,5,1
1.0,980.86,4,1
1.0,1489.93,4,1
1.0,854.94,2,0
1.0,741.88,2,0
1.0,1496.13,4,0
1.0,832.82,2,1
1.0,964.37,2,1
1.0,550.0,4,0
1.0,1080.35,5,1
1.0,1403.77,3,1
1.0,550.0,3,1
1.0,779.1,2,0
1.0,944.74,4,1
1.0,1485.34,3,1
1.0,1128.09,3,1
1.0,1421.46,3,1
1.0,1423.13,4,1
1.0,1264.62,4,1
1.0,812.79,4,0
1.0,1491.62,3,0
1.0,993.08,3,1
1.0,550.0,3,0
1.0,1005.09,4,0
1.0,1110.0,3,1
1.0,1558.41,2,0
1.0,951.57,4,1
1.0,783.16,3,1
1.0,550.0,3,0
1.0,1082.1,2,0
1.0,1092.77,3,0
1.0,959.56,3,1
1.0,804.51,3,0
1.0,1667.57,2,0
1.0,830.53,3,1
1.0,946.23,4,1
1.0,733.8,3,0
1.0,571.32,1,0
1.0,1038.58,2,0
1.0,1538.84,3,1
1.0,971.55,3,0
1.0,595.59,3,0
1.0,652.12,3,0
1.0,1921.88,2,1
1.0,651.16,3,0
1.0,1033.49,3,1
1.0,1871.4,2,1
1.0,1001.84,2,1
1.0,1795.33,2,0
1.0,1263.08,4,0
1.0,671.09,3,0
1.0,1044.25,2,0
1.0,1815.46,2,0
1.0,961.1,2,0
1.0,697.13,4,1
1.0,1312.12,4,0
1.0,829.58,4,0
1.0,2490.43,4,1
1.0,1001.56,2,1
1.0,1046.96,3,0
1.0,1545.27,4,1
1.0,550.0,4,1
1.0,550.0,3,0
1.0,1621.94,2,0
1.0,661.77,2,0
1.0,812.11,4,0
1.0,550.0,4,1
1.0,1092.04,2,0
1.0,550.0,2,0
1.0,1324.19,4,0
1.0,1156.86,4,1
1.0,1608.87,4,1
1.0,1031.39,3,0
1.0,1598.52,3,1
1.0,780.03,4,1
1.0,1102.15,3,1
1.0,891.48,1,0
1.0,550.0,4,1
1.0,1455.53,3,0
1.0,1191.08,1,0
1.0,1493.52,2,1
1.0,1005.66,3,1
1.0,1318.48,2,1
1.0,1637.19,4,1
1.0,1695.41,2,1
1.0,927.68,5,1
1.0,1182.12,2,0
1.0,550.0,3,0
1.0,1236.85,2,0
1.0,615.46,3,1
1.0,550.0,3,0
1.0,1528.58,3,1
1.0,1073.95,3,0
1.0,550.0,2,1
1.0,1678.52,3,1
1.0,1655.22,3,1
1.0,1043.69,2,1
1.0,1591.98,3,1
1.0,550.0,4,1
1.0,1495.69,1,0
1.0,1753.26,5,1
1.0,767.32,4,1
1.0,1551.81,3,0
1.0,1141.41,5,1
1.0,550.0,4,0
1.0,1777.14,3,1
1.0,1604.98,4,1
1.0,1968.15,4,1
1.0,1110.08,4,1
1.0,550.0,3,0
1.0,620.57,2,0
1.0,550.0,6,0
1.0,1006.33,2,1
1.0,550.0,3,0
1.0,901.44,5,0
1.0,729.07,3,1
1.0,583.35,2,0
1.0,1941.32,4,1
1.0,1484.56,2,1
1.0,705.09,2,0
1.0,820.59,4,0
1.0,992.02,3,0
1.0,550.0,5,1
1.0,664.34,4,0
1.0,1035.83,1,0
1.0,583.5,2,0
1.0,746.61,1,0
1.0,1327.58,4,1
1.0,843.57,2,0
1.0,1385.61,2,1
1.0,1107.8,2,0
1.0,1407.15,5,1
1.0,1619.61,2,1
1.0,1965.66,3,1
1.0,578.86,4,0
1.0,1235.84,2,0
1.0,775.73,3,1
1.0,1121.99,3,1
1.0,1779.8,3,1
1.0,1299.69,3,0
1.0,1063.19,4,0
1.0,1499.31,4,1
1.0,1327.95,4,1
1.0,1070.45,3,1
1.0,1302.16,3,1
1.0,657.08,4,0
1.0,978.99,4,1
1.0,981.82,4,1
1.0,873.22,3,0
1.0,550.0,4,1
1.0,2019.13,4,1
1.0,700.48,3,0
1.0,550.0,3,1
1.0,1808.55,3,1
1.0,807.11,4,0
1.0,1452.3,3,1
1.0,550.0,1,0
1.0,879.41,3,0
1.0,1058.49,2,0
1.0,808.65,5,0
1.0,1489.94,3,1
1.0,1171.95,3,1
1.0,1628.49,3,1
1.0,1551.28,4,1
1.0,1231.75,1,0
1.0,1115.75,2,1
1.0,550.0,4,1
1.0,1915.77,4,1
1.0,1658.09,2,1
1.0,684.47,3,1
1.0,550.0,4,0
1.0,550.0,3,0
1.0,671.79,4,1
1.0,951.87,2,1
1.0,790.34,1,0
1.0,821.78,3,0
1.0,1379.63,3,1
1.0,1823.82,3,1
1.0,1788.56,3,1
1.0,1638.91,4,1
1.0,1418.77,3,0
1.0,1228.57,3,1
1.0,1778.38,3,1
1.0,1328.2,3,0
1.0,1090.39,3,0
1.0,1794.21,4,1
1.0,1262.21,5,1
1.0,603.88,3,0
1.0,1480.66,3,0
1.0,1194.72,3,0
1.0,1077.72,3,1
1.0,550.0,3,0
1.0,550.0,3,0
1.0,1343.68,4,1
1.0,1135.54,2,1
1.0,550.0,2,0
1.0,1543.04,3,1
1.0,1173.31,2,1
1.0,550.0,4,0
1.0,1550.84,3,0
1.0,595.71,1,0
1.0,550.0,3,0
1.0,1275.98,3,1
1.0,550.0,4,1
1.0,1453.22,4,1
1.0,1755.32,4,1
1.0,550.0,3,0
1.0,1704.06,2,1
1.0,2173.85,2,1
1.0,1179.73,4,1
1.0,833.03,2,0
1.0,1836.82,2,1
1.0,947.06,3,0
1.0,550.0,2,0
1.0,1201.61,1,0
1.0,550.0,4,1
1.0,574.97,2,0
1.0,550.0,3,0
1.0,753.82,4,1
1.0,879.71,2,1
1.0,1251.3,3,0
1.0,1201.84,2,1
1.0,2229.45,4,1
1.0,591.51,3,0
1.0,1140.4,2,0
1.0,1230.45,4,0
1.0,1333.9,4,0
1.0,611.44,3,0
1.0,1372.23,3,1
1.0,665.95,4,0
1.0,1332.33,2,0
1.0,845.18,3,1
1.0,1007.38,3,0
